file_name,language,total_lines,blank_lines,comment_lines,comment_ratio,avg_line_length,max_line_length,long_lines_count,max_indentation,num_functions,num_classes,num_if_else,num_loops,num_try_except,has_docstrings,single_letter_vars,magic_numbers,avg_func_length,max_func_length,very_long_functions,label
git_commit-slab-decl.h,c,44,6,22,0.5,38.21052631578947,97,0,2,16,1,0,0,0,0,0,0,5.0,6,0,1
git_commit-slab-impl.h,c,105,5,12,0.11428571428571428,31.24,85,0,2,20,1,6,4,0,0,0,0,8.571428571428571,23,0,1
git_commit-slab.h,c,66,4,55,0.8333333333333334,41.88709677419355,77,0,0,16,0,0,0,0,0,0,0,0.0,0,0,1
git_commit.h,c,425,76,284,0.668235294117647,43.07163323782235,125,2,3,72,63,1,0,0,0,0,1,5.266666666666667,12,0,1
git_common-init.h,c,6,2,1,0.16666666666666666,26.25,34,0,0,1,0,0,0,0,0,0,0,0.0,0,0,1
git_config.h,c,715,85,469,0.6559440559440559,40.22380952380952,146,5,2,95,19,1,0,0,1,0,0,6.928571428571429,28,0,1
git_connect.h,c,33,6,0,0.0,47.81481481481482,110,2,2,17,3,0,0,0,0,0,0,0.0,0,0,1
git_connected.h,c,72,13,49,0.6805555555555556,33.30508474576271,73,0,1,1,5,0,0,0,0,0,0,16.5,32,0,1
git_convert.h,c,240,29,182,0.7583333333333333,35.19431279620853,89,0,2,14,21,0,0,0,1,0,0,8.909090909090908,26,0,1
git_copy.h,c,10,2,1,0.1,33.5,69,0,0,4,0,0,0,0,0,0,0,0.0,0,0,1
git_credential.h,c,311,30,211,0.6784565916398714,35.87544483985765,81,0,2,26,9,0,0,0,1,0,0,22.2,55,1,1
git_csum-file.h,c,102,16,58,0.5686274509803921,31.41860465116279,95,0,2,21,9,0,0,0,1,0,0,6.666666666666667,21,0,1
git_date.h,c,73,8,28,0.3835616438356164,33.01538461538462,78,0,0,18,2,0,0,0,1,0,0,6.666666666666667,12,0,1
git_decorate.h,c,71,10,45,0.6338028169014085,28.40983606557377,88,0,0,4,3,0,0,0,0,0,0,12.5,21,0,1
git_delta-islands.h,c,19,3,1,0.05263157894736842,38.8125,76,0,1,6,5,0,0,0,0,0,0,0.0,0,0,1
git_delta.h,c,104,10,54,0.5192307692307693,36.648936170212764,78,0,3,11,3,1,1,0,0,1,0,11.0,12,0,1
git_diagnose.h,c,21,6,1,0.047619047619047616,26.133333333333333,81,0,2,1,3,0,0,0,0,0,0,5.0,5,0,1
git_diff-merges.h,c,28,11,5,0.17857142857142858,39.76470588235294,70,0,0,0,1,0,0,0,0,0,0,0.0,0,0,1
git_diff.h,c,772,123,399,0.5168393782383419,37.62557781201849,109,1,2,18,45,0,1,0,1,0,13,33.111111111111114,147,2,1
git_diffcore.h,c,236,33,173,0.7330508474576272,38.0,101,1,2,18,31,0,3,0,1,0,0,6.454545454545454,25,0,1
git_dir-iterator.h,c,114,11,95,0.8333333333333334,35.980582524271846,79,0,0,13,4,4,1,0,0,0,0,13.0,16,0,1
git_dir.h,c,716,97,426,0.5949720670391061,36.09208400646204,100,0,2,79,57,0,0,0,1,0,0,13.631578947368421,119,1,1
git_editor.h,c,35,6,15,0.42857142857142855,40.96551724137931,75,0,2,4,2,0,0,0,1,0,0,0.0,0,0,1
git_entry.h,c,71,9,25,0.352112676056338,35.74193548387097,82,0,2,9,7,0,0,0,0,0,0,4.5,13,0,1
git_environment.h,c,232,32,183,0.7887931034482759,40.095,80,0,2,16,4,0,0,0,0,0,0,6.25,8,0,1
git_exec-cmd.h,c,16,3,6,0.375,36.30769230769231,69,0,0,8,1,0,0,0,0,0,0,0.0,0,0,1
git_fetch-negotiator.h,c,67,10,44,0.6567164179104478,32.56140350877193,80,0,1,14,4,0,0,0,0,0,0,30.0,30,0,1
git_fetch-pack.h,c,120,13,51,0.425,34.45794392523364,81,0,2,4,9,0,0,0,0,0,0,55.0,55,1,1
git_fmt-merge-msg.h,c,21,6,1,0.047619047619047616,29.8,61,0,1,0,2,0,0,0,0,0,0,6.0,6,0,1
git_for-each-ref.h,c,26,4,9,0.34615384615384615,45.90909090909091,84,0,2,2,2,0,0,0,0,0,0,0.0,0,0,1
git_fsck.h,c,306,27,180,0.5882352941176471,33.61290322580645,86,0,2,95,15,0,0,0,0,0,0,6.666666666666667,13,0,1
git_fsmonitor--daemon.h,c,171,24,123,0.7192982456140351,39.435374149659864,81,0,2,8,18,0,0,0,0,0,0,15.0,20,0,1
git_fsmonitor-ipc.h,c,50,8,31,0.62,31.357142857142858,71,0,2,3,3,0,0,0,0,0,0,0.0,0,0,1
git_fsmonitor-ll.h,c,52,10,29,0.5576923076923077,35.666666666666664,94,0,0,8,2,0,0,0,0,0,0,0.0,0,0,1
git_fsmonitor-path-utils.h,c,60,8,34,0.5666666666666667,27.076923076923077,71,0,0,3,4,0,0,0,0,0,0,4.0,4,0,1
git_fsmonitor-settings.h,c,54,9,45,0.8333333333333334,41.51111111111111,76,0,2,7,2,0,0,0,0,0,0,7.5,9,0,1
git_fsmonitor.h,c,71,8,27,0.38028169014084506,39.888888888888886,94,0,1,12,0,3,0,0,0,0,0,8.0,11,0,1
git_gettext.h,c,69,10,14,0.2028985507246377,24.661016949152543,68,0,0,18,0,3,0,0,0,0,0,4.25,7,0,1
git_git-compat-util.h,c,1101,130,686,0.623069936421435,32.765190525231716,98,0,3,230,4,35,12,0,1,0,9,5.714285714285714,15,0,1
git_git-curl-compat.h,c,62,6,40,0.6451612903225806,34.0,79,0,0,1,0,0,0,0,1,0,0,0.0,0,0,1
git_git-zlib.h,c,30,5,1,0.03333333333333333,34.36,63,0,0,12,1,0,0,0,0,0,0,9.0,9,0,1
git_gpg-interface.h,c,123,19,55,0.44715447154471544,30.0,101,1,1,16,2,0,0,0,0,0,0,10.5,21,0,1
git_graph.h,c,265,19,229,0.8641509433962264,36.142276422764226,85,0,1,37,3,1,2,0,1,0,0,16.0,16,0,1
git_grep.h,c,266,28,147,0.5526315789473685,28.403361344537814,127,2,2,13,23,3,0,0,0,0,0,15.818181818181818,59,1,1
git_hash-lookup.h,c,32,3,19,0.59375,44.51724137931034,80,0,1,1,0,0,0,0,0,0,0,0.0,0,0,1
git_hash.h,c,472,63,271,0.5741525423728814,36.69926650366748,115,2,2,68,5,4,1,0,0,0,3,6.565217391304348,33,0,1
git_hashmap.h,c,577,51,425,0.7365684575389948,37.152091254752854,82,0,3,96,16,9,5,0,0,1,0,9.9375,63,1,1
git_help.h,c,92,12,52,0.5652173913043478,42.2125,88,0,2,36,6,2,4,0,0,0,0,5.6,8,0,1
git_hex-ll.h,c,27,4,9,0.3333333333333333,30.608695652173914,70,0,0,5,0,0,0,0,0,0,1,3.5,4,0,1
git_hex.h,c,70,10,50,0.7142857142857143,48.36666666666667,110,1,0,14,0,0,0,0,0,0,0,0.0,0,0,1
git_hook.h,c,239,29,159,0.6652719665271967,33.28095238095238,80,0,2,23,13,0,0,0,1,0,0,33.0,83,1,1
git_http.h,c,266,43,153,0.575187969924812,34.57847533632287,95,0,2,34,36,1,0,0,0,0,2,11.333333333333334,30,0,1
git_ident.h,c,69,11,18,0.2608695652173913,33.189655172413794,88,0,2,12,2,0,0,0,0,0,0,7.5,10,0,1
git_iterator.h,c,81,20,68,0.8395061728395061,34.91803278688525,74,0,0,0,0,0,0,0,0,0,0,36.0,36,0,1
git_json-writer.h,c,281,35,201,0.7153024911032029,38.58130081300813,81,0,2,28,3,0,0,0,0,0,0,42.75,168,1,1
git_khash.h,c,338,38,197,0.5828402366863905,43.35333333333333,116,7,1,100,0,32,8,0,0,0,6,11.714285714285714,56,1,1
git_kwset.h,c,67,15,49,0.7313432835820896,50.01923076923077,76,0,0,9,2,0,0,0,0,0,5,5.0,5,0,1
git_levenshtein.h,c,8,2,0,0.0,33.5,58,0,0,0,0,0,0,0,0,0,0,0.0,0,0,1
git_line-log.h,c,63,11,25,0.3968253968253968,34.94230769230769,88,0,2,9,15,0,0,0,0,0,0,4.5,7,0,1
git_line-range.h,c,41,7,24,0.5853658536585366,40.94117647058823,73,0,1,2,1,0,0,0,0,0,0,0.0,0,0,1
git_linear-assignment.h,c,22,3,16,0.7272727272727273,38.578947368421055,79,0,0,4,0,0,0,0,0,0,0,0.0,0,0,1
git_list-objects-filter-options.h,c,171,26,85,0.49707602339181284,36.06896551724138,83,0,1,12,15,0,0,0,1,0,0,14.0,40,0,1
git_list-objects-filter.h,c,97,8,58,0.5979381443298969,37.08988764044944,76,0,0,4,11,0,0,0,0,0,0,6.5,7,0,1
git_list-objects.h,c,36,7,1,0.027777777777777776,29.413793103448278,71,0,2,3,8,0,0,0,0,0,0,4.0,4,0,1
git_list.h,c,207,30,144,0.6956521739130435,32.11864406779661,81,0,2,40,6,1,4,0,0,0,0,4.157894736842105,9,0,1
git_lockfile.h,c,344,30,243,0.7063953488372093,38.52866242038217,81,0,3,50,8,0,0,0,0,0,1,3.0,4,0,1
git_log-tree.h,c,44,8,0,0.0,37.44444444444444,92,0,2,9,8,0,0,0,0,0,0,5.0,7,0,1
git_loose.h,c,26,5,0,0.0,34.666666666666664,60,0,2,4,4,0,0,0,0,0,0,4.0,4,0,1
git_ls-refs.h,c,9,2,1,0.1111111111111111,33.285714285714285,67,0,0,2,2,0,0,0,0,0,0,0.0,0,0,1
git_mailinfo.h,c,58,10,33,0.5689655172413793,27.729166666666668,73,0,0,4,11,0,0,0,0,0,0,19.0,32,0,1
git_mailmap.h,c,21,6,15,0.7142857142857143,38.2,79,0,2,3,2,0,0,0,0,0,0,0.0,0,0,1
git_match-trees.h,c,10,3,1,0.1,50.0,127,2,0,0,2,0,0,0,0,0,0,0.0,0,0,1
git_mem-pool.h,c,69,13,41,0.5942028985507246,31.517857142857142,79,0,0,9,4,0,0,0,0,0,0,8.0,10,0,1
git_merge-blobs.h,c,11,3,1,0.09090909090909091,28.625,54,0,1,0,4,0,0,0,0,0,0,0.0,0,0,1
git_merge-ll.h,c,114,17,82,0.7192982456140351,34.34020618556701,77,0,1,7,3,0,0,0,1,0,0,13.0,32,0,1
git_merge-ort-wrappers.h,c,37,5,13,0.35135135135135137,34.09375,78,0,2,3,7,0,0,0,0,0,0,0.0,0,0,1
git_merge-ort.h,c,181,26,136,0.7513812154696132,36.14193548387097,98,0,2,9,28,0,0,0,0,0,0,19.0,38,0,1
git_merge.h,c,17,3,1,0.058823529411764705,31.642857142857142,54,0,1,0,3,0,0,0,0,0,0,0.0,0,0,1
git_mergesort.h,c,105,6,41,0.3904761904761905,29.97979797979798,73,0,2,22,0,7,4,0,0,0,0,15.0,30,0,1
git_midx.h,c,138,20,111,0.8043478260869565,42.08474576271186,100,0,2,24,17,0,0,0,0,0,0,32.0,32,0,1
git_name-hash.h,c,21,7,1,0.047619047619047616,52.785714285714285,111,1,1,7,4,0,0,0,0,0,0,0.0,0,0,1
git_notes-cache.h,c,22,6,1,0.045454545454545456,33.4375,75,0,2,1,3,0,0,0,0,0,0,4.0,4,0,1
git_notes-merge.h,c,87,10,45,0.5172413793103449,38.94805194805195,80,0,2,9,12,0,0,0,0,0,0,6.5,9,0,1
git_notes-utils.h,c,55,8,11,0.2,33.234042553191486,80,0,1,4,10,0,0,0,0,0,0,8.0,9,0,1
git_notes.h,c,347,32,257,0.7406340057636888,41.32380952380952,83,0,2,45,10,0,0,0,0,0,0,11.0,13,0,1
git_object-file-convert.h,c,25,4,5,0.2,31.142857142857142,76,0,2,0,5,0,0,0,0,0,0,0.0,0,0,1
git_object-file.h,c,215,32,108,0.5023255813953489,40.224043715846996,147,2,2,15,22,0,0,0,1,0,1,6.25,16,0,1
git_object-name.h,c,139,16,72,0.5179856115107914,43.59349593495935,102,1,2,23,10,0,0,0,1,0,0,7.75,15,0,1
git_object.h,c,361,56,193,0.5346260387811634,36.44918032786885,158,2,2,46,35,8,1,0,0,0,0,10.0,20,0,1
git_odb.h,c,508,66,298,0.5866141732283464,37.38461538461539,93,0,2,47,43,0,0,0,0,0,0,14.181818181818182,54,1,1
git_oid-array.h,c,137,13,91,0.6642335766423357,34.96774193548387,80,0,2,14,2,1,4,0,1,0,0,54.0,104,1,1
git_oidmap.h,c,113,18,74,0.6548672566371682,30.88421052631579,82,0,2,16,8,0,0,0,0,0,0,3.375,5,0,1
git_oidset.h,c,129,20,61,0.4728682170542636,32.62385321100918,81,0,2,19,4,1,1,0,1,0,0,3.7142857142857144,7,0,1
git_oidtree.h,c,22,5,1,0.045454545454545456,34.05882352941177,76,0,0,5,3,0,0,0,0,0,0,4.0,4,0,1
git_pack-bitmap.h,c,199,33,88,0.44221105527638194,39.30120481927711,89,0,2,27,43,0,0,0,0,0,0,7.0,18,0,1
git_pack-mtimes.h,c,24,5,16,0.6666666666666666,32.78947368421053,72,0,0,3,1,0,0,0,0,0,0,0.0,0,0,1
git_pack-objects.h,c,350,42,162,0.46285714285714286,32.19805194805195,79,0,2,34,20,14,2,0,1,0,2,10.5,43,0,1
git_pack-refs.h,c,23,4,9,0.391304347826087,30.31578947368421,84,0,1,0,2,0,0,0,0,0,0,0.0,0,0,1
git_pack-revindex.h,c,149,17,120,0.8053691275167785,38.765151515151516,81,0,1,14,3,0,0,0,1,0,0,0.0,0,0,1
git_pack.h,c,152,22,94,0.618421052631579,34.823076923076925,113,2,2,10,19,0,0,0,0,0,0,8.25,19,0,1
C-Plus-Plus_scripts_file_linter.py,python,49,3,0,0.0,37.32608695652174,85,3,3,0,0,5,0,0,0,0,1,0.0,0,0,0
C-Plus-Plus_backtracking_generate_parentheses.cpp,cpp,113,18,41,0.36283185840707965,30.957894736842107,137,1,13,23,1,3,0,0,1,1,0,23.0,47,0,0
C-Plus-Plus_backtracking_graph_coloring.cpp,cpp,129,11,69,0.5348837209302325,35.59322033898305,81,0,4,11,0,3,3,0,1,3,0,44.5,73,1,0
C-Plus-Plus_backtracking_knight_tour.cpp,cpp,116,11,49,0.4224137931034483,31.00952380952381,79,0,4,10,0,4,5,0,1,3,0,40.0,55,1,0
C-Plus-Plus_backtracking_magic_sequence.cpp,cpp,136,10,63,0.4632352941176471,33.63492063492063,80,0,15,21,0,4,5,0,1,3,1,23.25,64,1,0
C-Plus-Plus_backtracking_minimax.cpp,cpp,63,5,35,0.5555555555555556,38.758620689655174,81,0,3,10,0,1,0,0,1,0,7,14.0,21,0,0
C-Plus-Plus_backtracking_nqueen_print_all_solutions.cpp,cpp,106,5,46,0.4339622641509434,27.514851485148515,78,0,3,10,0,5,6,0,1,7,0,41.0,77,1,0
C-Plus-Plus_backtracking_n_queens.cpp,cpp,128,10,59,0.4609375,29.694915254237287,81,0,3,11,0,5,6,0,1,5,0,45.5,83,1,0
C-Plus-Plus_backtracking_n_queens_all_solution_optimised.cpp,cpp,131,6,44,0.33587786259541985,27.928,80,0,4,11,0,9,10,0,1,11,0,53.5,85,1,0
C-Plus-Plus_backtracking_rat_maze.cpp,cpp,115,11,50,0.43478260869565216,35.81730769230769,81,0,12,7,0,3,4,0,1,4,0,24.0,51,1,0
C-Plus-Plus_backtracking_subarray_sum.cpp,cpp,118,10,49,0.4152542372881356,37.879629629629626,81,0,4,16,0,2,1,0,1,0,0,25.666666666666668,38,0,0
C-Plus-Plus_backtracking_subset_sum.cpp,cpp,107,9,43,0.40186915887850466,34.6530612244898,81,0,4,14,0,2,2,0,1,0,0,24.0,37,0,0
C-Plus-Plus_backtracking_sudoku_solver.cpp,cpp,173,10,73,0.42196531791907516,34.355828220858896,80,0,6,15,0,10,6,0,1,5,2,68.0,118,1,0
C-Plus-Plus_backtracking_wildcard_matching.cpp,cpp,156,15,53,0.33974358974358976,36.49645390070922,81,0,15,13,0,9,1,0,1,0,2,37.666666666666664,67,1,0
C-Plus-Plus_bit_manipulation_check_even_odd.cpp,cpp,93,9,55,0.5913978494623656,30.452380952380953,103,1,3,27,0,0,0,0,1,0,4,12.0,16,0,0
C-Plus-Plus_bit_manipulation_count_bits_flip.cpp,cpp,89,2,54,0.6067415730337079,32.32183908045977,89,0,5,14,0,0,1,0,1,0,11,17.0,30,0,0
C-Plus-Plus_bit_manipulation_count_of_set_bits.cpp,cpp,91,3,57,0.6263736263736264,40.07954545454545,128,3,7,17,0,0,1,0,1,0,5,20.0,37,0,0
C-Plus-Plus_bit_manipulation_count_of_trailing_ciphers_in_factorial_n.cpp,cpp,99,11,49,0.494949494949495,36.21590909090909,126,2,3,14,0,0,1,0,1,0,8,18.666666666666668,27,0,0
C-Plus-Plus_bit_manipulation_find_non_repeating_number.cpp,cpp,88,10,46,0.5227272727272727,32.93589743589744,75,0,3,12,0,0,1,0,1,0,9,16.0,28,0,0
C-Plus-Plus_bit_manipulation_gray_code.cpp,cpp,113,16,36,0.3185840707964602,41.54639175257732,92,0,2,29,0,1,1,0,1,1,100,23.333333333333332,39,0,0
C-Plus-Plus_bit_manipulation_hamming_distance.cpp,cpp,108,9,47,0.4351851851851852,37.15151515151515,80,0,16,16,0,1,2,0,1,0,11,23.666666666666668,46,0,0
C-Plus-Plus_bit_manipulation_next_higher_number_with_same_number_of_set_bits.cpp,cpp,101,16,50,0.49504950495049505,33.98823529411764,84,0,2,17,0,1,0,0,1,0,12,18.0,31,0,0
C-Plus-Plus_bit_manipulation_power_of_2.cpp,cpp,75,5,47,0.6266666666666667,34.34285714285714,89,0,9,16,0,0,0,0,1,0,6,13.0,19,0,0
C-Plus-Plus_bit_manipulation_set_kth_bit.cpp,cpp,80,7,50,0.625,34.10958904109589,81,0,11,10,0,0,0,0,1,0,8,13.333333333333334,25,0,0
C-Plus-Plus_bit_manipulation_travelling_salesman_using_bit_manipulation.cpp,cpp,142,6,64,0.4507042253521127,39.919117647058826,81,0,10,18,0,3,1,0,1,0,38,24.25,60,1,0
C-Plus-Plus_ciphers_a1z26_cipher.cpp,cpp,162,20,44,0.2716049382716049,35.605633802816904,81,0,11,23,0,2,5,0,1,0,51,37.333333333333336,79,1,0
C-Plus-Plus_ciphers_atbash_cipher.cpp,cpp,84,6,35,0.4166666666666667,36.61538461538461,81,0,2,11,0,0,1,0,1,0,0,16.333333333333332,31,0,0
C-Plus-Plus_ciphers_base64_encoding.cpp,cpp,200,8,85,0.425,44.036458333333336,81,0,11,34,0,9,2,0,1,0,4,54.666666666666664,126,1,0
C-Plus-Plus_ciphers_caesar_cipher.cpp,cpp,124,3,67,0.5403225806451613,45.33057851239669,117,3,5,21,0,0,2,0,1,0,13,17.8,64,1,0
C-Plus-Plus_ciphers_elliptic_curve_key_exchange.cpp,cpp,325,21,133,0.40923076923076923,37.76315789473684,110,1,13,94,0,9,2,0,1,0,59,51.0,152,1,0
C-Plus-Plus_ciphers_hill_cipher.cpp,cpp,543,69,213,0.39226519337016574,39.70042194092827,81,0,15,88,1,9,25,0,1,3,4,81.8,345,1,0
C-Plus-Plus_ciphers_morse_code.cpp,cpp,272,5,61,0.22426470588235295,27.591760299625467,79,0,3,22,0,36,3,0,1,0,1,79.66666666666667,216,1,0
C-Plus-Plus_ciphers_vigenere_cipher.cpp,cpp,135,3,79,0.5851851851851851,46.878787878787875,112,10,4,30,0,0,0,0,1,0,5,10.666666666666666,67,1,0
C-Plus-Plus_ciphers_xor_cipher.cpp,cpp,99,3,57,0.5757575757575758,40.604166666666664,98,0,4,21,0,0,2,0,1,0,6,8.857142857142858,35,0,0
C-Plus-Plus_cpu_scheduling_algorithms_fcfs_scheduling.cpp,cpp,291,25,117,0.4020618556701031,37.78947368421053,81,0,8,56,2,7,6,0,1,0,16,31.0,101,1,0
C-Plus-Plus_cpu_scheduling_algorithms_non_preemptive_sjf_scheduling.cpp,cpp,316,38,133,0.4208860759493671,39.26258992805755,82,0,8,50,2,6,6,0,1,0,14,33.333333333333336,103,1,0
C-Plus-Plus_data_structures_avltree.cpp,cpp,198,13,61,0.30808080808080807,26.08108108108108,80,0,3,39,2,15,2,0,1,2,0,10.416666666666666,23,0,0
C-Plus-Plus_data_structures_binaryheap.cpp,cpp,142,22,74,0.5211267605633803,30.016666666666666,80,0,2,38,1,6,2,0,1,3,3,14.285714285714286,32,0,0
C-Plus-Plus_data_structures_binary_search_tree.cpp,cpp,174,15,8,0.04597701149425287,24.08805031446541,75,0,4,31,2,15,2,0,1,1,1,12.416666666666666,48,0,0
C-Plus-Plus_data_structures_binary_search_tree2.cpp,cpp,565,70,184,0.3256637168141593,30.46868686868687,157,2,7,149,2,26,0,0,1,0,1,43.8,302,1,0
C-Plus-Plus_data_structures_bloom_filter.cpp,cpp,291,21,126,0.4329896907216495,30.377777777777776,122,2,7,59,2,3,11,0,1,0,22,44.0,172,1,0
C-Plus-Plus_data_structures_circular_queue_using_linked_list.cpp,cpp,82,5,0,0.0,20.948051948051948,51,0,3,21,3,4,2,0,0,0,7,25.333333333333332,58,1,0
C-Plus-Plus_data_structures_cll_cll.cpp,cpp,110,9,79,0.7181818181818181,25.84158415841584,62,0,4,9,0,7,5,0,0,1,0,9.555555555555555,19,0,0
C-Plus-Plus_data_structures_cll_main_cll.cpp,cpp,43,2,39,0.9069767441860465,31.365853658536587,65,0,2,14,0,4,0,0,0,0,10,39.0,39,0,0
C-Plus-Plus_data_structures_disjoint_set.cpp,cpp,114,8,73,0.6403508771929824,24.462264150943398,79,0,3,15,0,7,2,0,1,4,2,9.8,22,0,0
C-Plus-Plus_data_structures_doubly_linked_list.cpp,cpp,136,8,0,0.0,22.7890625,66,0,3,17,2,7,7,0,0,0,0,15.625,37,0,0
C-Plus-Plus_data_structures_dsu_path_compression.cpp,cpp,214,11,100,0.4672897196261682,34.206896551724135,81,0,3,46,1,5,5,0,1,0,3,40.25,127,1,0
C-Plus-Plus_data_structures_dsu_union_rank.cpp,cpp,188,7,97,0.5159574468085106,32.232044198895025,81,0,3,46,1,4,5,0,1,0,7,34.5,93,1,0
C-Plus-Plus_data_structures_linkedlist_implentation_usingarray.cpp,cpp,114,11,57,0.5,29.728155339805824,80,0,4,14,1,0,4,0,1,1,3,9.875,35,0,0
C-Plus-Plus_data_structures_linked_list.cpp,cpp,281,18,86,0.30604982206405695,29.06083650190114,81,0,6,44,2,14,5,0,1,1,0,117.0,175,2,0
C-Plus-Plus_data_structures_list_array.cpp,cpp,263,16,105,0.39923954372623577,35.1578947368421,81,0,6,37,1,13,7,0,1,0,17,72.0,180,1,0
C-Plus-Plus_data_structures_morrisinorder.cpp,cpp,101,7,19,0.18811881188118812,30.27659574468085,77,0,4,14,3,9,4,0,1,0,0,17.6,35,0,0
C-Plus-Plus_data_structures_queue_using_array.cpp,cpp,140,12,51,0.36428571428571427,30.9609375,80,0,3,19,1,10,2,0,1,0,1,31.666666666666668,67,1,0
C-Plus-Plus_data_structures_queue_using_array2.cpp,cpp,56,7,0,0.0,21.836734693877553,59,0,3,7,0,6,3,0,0,2,2,11.25,20,0,0
C-Plus-Plus_data_structures_queue_using_linkedlist.cpp,cpp,86,6,3,0.03488372093023256,23.4,57,0,3,16,2,12,2,0,0,0,0,12.666666666666666,25,0,0
C-Plus-Plus_data_structures_queue_using_linked_list.cpp,cpp,70,8,0,0.0,19.951612903225808,46,0,3,7,1,7,2,0,0,0,0,11.8,20,0,0
C-Plus-Plus_data_structures_queue_using_two_stacks.cpp,cpp,144,16,45,0.3125,20.9921875,56,0,2,47,1,1,2,0,1,0,9,37.666666666666664,76,1,0
C-Plus-Plus_data_structures_rb_tree.cpp,cpp,505,10,4,0.007920792079207921,16.75151515151515,56,0,1,42,2,102,8,0,0,0,0,36.92307692307692,85,3,0
C-Plus-Plus_data_structures_reverse_a_linked_list.cpp,cpp,306,31,92,0.3006535947712418,29.112727272727273,94,0,4,92,2,6,5,1,1,0,42,47.6,174,1,0
C-Plus-Plus_data_structures_segment_tree.cpp,cpp,133,5,69,0.518796992481203,32.3203125,151,3,3,32,1,2,0,0,1,2,0,33.0,83,1,0
C-Plus-Plus_data_structures_skip_list.cpp,cpp,225,31,71,0.31555555555555553,33.865979381443296,81,0,5,23,2,5,15,0,1,10,0,83.0,156,1,0
C-Plus-Plus_data_structures_sparse_table.cpp,cpp,163,21,80,0.49079754601226994,41.7112676056338,81,0,11,36,1,0,3,0,1,0,4,34.333333333333336,78,1,0
C-Plus-Plus_data_structures_stack_using_array.cpp,cpp,179,23,62,0.3463687150837989,27.371794871794872,77,0,3,47,1,4,1,4,1,1,15,46.666666666666664,87,1,0
C-Plus-Plus_data_structures_stack_using_linked_list.cpp,cpp,66,7,0,0.0,21.796610169491526,51,0,4,7,1,1,2,0,0,0,0,11.4,30,0,0
C-Plus-Plus_data_structures_stack_using_queue.cpp,cpp,119,14,53,0.44537815126050423,33.68571428571428,82,0,9,29,1,1,1,0,1,0,0,25.0,54,1,0
C-Plus-Plus_data_structures_test_queue.cpp,cpp,93,16,0,0.0,28.727272727272727,71,0,2,48,0,0,0,2,1,0,24,9.125,12,0,0
C-Plus-Plus_data_structures_test_stack.cpp,cpp,203,34,0,0.0,31.142011834319526,76,0,2,116,0,0,0,2,1,0,70,11.642857142857142,22,0,0
C-Plus-Plus_data_structures_test_stack_students.cpp,cpp,53,5,10,0.18867924528301888,28.416666666666668,64,0,3,9,0,2,2,0,0,0,0,31.0,31,0,0
C-Plus-Plus_data_structures_treap.cpp,cpp,258,5,106,0.4108527131782946,31.110671936758894,81,0,5,61,1,15,2,0,1,5,3,73.0,195,1,0
C-Plus-Plus_data_structures_tree.cpp,cpp,119,11,0,0.0,23.564814814814813,59,0,4,25,1,12,2,0,0,0,0,15.0,45,0,0
C-Plus-Plus_data_structures_tree_234.cpp,cpp,1306,196,567,0.4341500765696784,36.17567567567568,95,0,7,222,3,53,19,0,1,1,7,267.75,1045,1,0
C-Plus-Plus_data_structures_trie_modern.cpp,cpp,168,19,70,0.4166666666666667,37.87248322147651,81,0,11,14,2,8,3,0,1,0,1,66.0,124,1,0
C-Plus-Plus_data_structures_trie_tree.cpp,cpp,209,18,78,0.37320574162679426,31.832460732984295,79,0,6,33,1,18,3,0,1,6,1,55.0,144,1,0
C-Plus-Plus_data_structures_trie_using_hashmap.cpp,cpp,345,46,86,0.2492753623188406,35.438127090301,81,0,10,80,2,13,12,0,1,0,0,89.66666666666667,171,2,0
C-Plus-Plus_divide_and_conquer_karatsuba_algorithm_for_fast_multiplication.cpp,cpp,183,22,57,0.3114754098360656,37.78260869565217,125,5,4,42,0,8,3,0,1,0,11,44.333333333333336,106,1,0
C-Plus-Plus_divide_and_conquer_strassen_matrix_multiplication.cpp,cpp,471,39,152,0.3227176220806794,40.86805555555556,81,0,9,87,1,3,31,0,1,0,1,134.33333333333334,370,1,0
C-Plus-Plus_dynamic_programming_0_1_knapsack.cpp,cpp,130,9,66,0.5076923076923077,42.16528925619835,92,0,11,12,0,2,2,0,1,0,17,27.333333333333332,53,1,0
C-Plus-Plus_dynamic_programming_abbreviation.cpp,cpp,195,11,87,0.4461538461538462,42.52717391304348,81,0,11,27,0,9,4,0,1,0,2,47.666666666666664,112,1,0
C-Plus-Plus_dynamic_programming_armstrong_number_templated.cpp,cpp,93,9,43,0.46236559139784944,32.416666666666664,81,0,2,18,0,1,2,0,1,0,11,16.333333333333332,32,0,0
C-Plus-Plus_dynamic_programming_bellman_ford.cpp,cpp,118,16,14,0.11864406779661017,29.970588235294116,77,0,5,11,2,5,6,0,0,12,0,18.2,34,0,0
C-Plus-Plus_dynamic_programming_catalan_numbers.cpp,cpp,82,8,19,0.23170731707317074,33.391891891891895,81,0,9,33,1,0,1,0,1,0,12,13.75,25,0,0
C-Plus-Plus_dynamic_programming_coin_change.cpp,cpp,49,11,10,0.20408163265306123,33.0,78,0,4,6,0,2,2,0,0,3,1,16.5,23,0,0
C-Plus-Plus_dynamic_programming_coin_change_topdown.cpp,cpp,94,5,47,0.5,31.382022471910112,81,0,8,12,0,3,1,0,1,1,2,13.75,38,0,0
